country,field,year,num_patent_granted,complete
Peru,Energy Management,2021,0,False
World Intellectual Property Organization (WIPO),Energy Management,2019,5,False
Denmark,Energy Management,2016,1,True
Singapore,Energy Management,2018,4,True
Turkey,Energy Management,2021,0,False
Philippines,Energy Management,2017,0,True
Australia,Energy Management,2023,0,False
Portugal,Energy Management,2017,0,True
Hungary,Energy Management,2017,0,True
Poland,Industry and Manufacturing,2015,3,True
Turkey,Industry and Manufacturing,2021,0,False
United States,Industry and Manufacturing,2016,181,True
Sweden,Industry and Manufacturing,2017,1,True
Russia,Industry and Manufacturing,2021,1,False
Canada,Life Sciences,2015,49,True
Australia,Life Sciences,2015,34,True
United States,Life Sciences,2021,768,False
Ukraine,Life Sciences,2021,1,False
Singapore,Life Sciences,2015,11,True
Italy,Life Sciences,2022,2,False
Chile,Life Sciences,2015,0,True
Peru,Life Sciences,2022,0,False
Hungary,Life Sciences,2022,2,False
World Intellectual Property Organization (WIPO),Life Sciences,2020,20,False
World Intellectual Property Organization (WIPO),Life Sciences,2023,0,False
Serbia,Personal Devices and Computing,2015,1,True
Russia,Personal Devices and Computing,2020,76,False
Lithuania,Personal Devices and Computing,2019,0,False
Israel,Personal Devices and Computing,2016,2,True
Finland,Personal Devices and Computing,2021,4,False
Romania,Personal Devices and Computing,2018,0,True
Slovakia,Physical Sciences and Engineering,2021,0,False
Russia,Physical Sciences and Engineering,2015,3,True
Israel,Physical Sciences and Engineering,2023,1,False
Sweden,Physical Sciences and Engineering,2015,1,True
Philippines,Security,2016,0,True
Belgium,Security,2023,0,False
Peru,Security,2020,1,False
Norway,Security,2016,0,True
Cuba,Security,2020,0,False
New Zealand,Security,2015,2,True
Germany,Security,2015,1,True
Austria,Security,2018,0,True
Malaysia,Security,2020,3,False
Italy,Security,2016,1,True
Italy,Security,2020,1,False
Netherlands,Telecommunications,2020,1,False
South Korea,Telecommunications,2016,166,True
Canada,Telecommunications,2015,26,True
Canada,Telecommunications,2020,90,False
Singapore,Telecommunications,2015,6,True
Morocco,Telecommunications,2022,0,False
Ireland,Telecommunications,2023,0,False
Brazil,Transportation,2022,0,False
France,Transportation,2021,29,False
Finland,Transportation,2015,0,True
China (mainland),Transportation,2024,1460,False
Norway,Transportation,2019,1,False
Japan,Transportation,2017,362,True
United States,Transportation,2015,329,True
Greece,Transportation,2023,0,False
Lithuania,Transportation,2022,0,False
France,Agriculture,2019,1,False
Argentina,Agriculture,2017,1,True
Finland,Agriculture,2022,0,False
Slovakia,Agriculture,2015,0,True
Brazil,Agriculture,2021,2,False
Netherlands,Agriculture,2019,1,False
Japan,Agriculture,2016,16,True
Morocco,Agriculture,2018,0,True
Morocco,Agriculture,2021,0,False
Austria,Agriculture,2015,0,True
United Kingdom,All,2016,130,True
Mexico,All,2021,43,False
South Africa,All,2018,5,True
Belgium,All,2018,8,True
Austria,All,2021,11,False
San Marino,All,2018,1,True
United States,Banking and Finance,2015,127,True
Eurasian Patent Organization,Banking and Finance,2018,0,True
Canada,Banking and Finance,2021,15,False
Peru,Banking and Finance,2023,0,False
United Kingdom,Banking and Finance,2023,0,False
Cuba,Banking and Finance,2020,0,False
Luxembourg,Banking and Finance,2022,1,False
Norway,Banking and Finance,2017,1,True
South Africa,Business,2022,0,False
South Korea,Business,2016,107,True
China (mainland),Business,2015,87,True
European Patent Organization,Business,2023,0,False
Ukraine,Business,2015,0,True
New Zealand,Business,2018,1,True
Poland,Energy Management,2015,1,True
Malaysia,Energy Management,2018,1,True
China (mainland),Energy Management,2020,1867,False
European Patent Organization,Energy Management,2022,11,False
South Africa,Energy Management,2018,1,True
Australia,Energy Management,2017,8,True
Germany,Energy Management,2017,15,True
Italy,Energy Management,2023,0,False
Brazil,Energy Management,2020,1,False
Greece,Energy Management,2020,1,False
Hungary,Energy Management,2022,0,False
Taiwan,Energy Management,2023,2,False
Finland,Industry and Manufacturing,2021,3,False
Portugal,Industry and Manufacturing,2018,2,True
Poland,Industry and Manufacturing,2023,0,False
India,Industry and Manufacturing,2015,2,True
Italy,Industry and Manufacturing,2019,4,False
Italy,Industry and Manufacturing,2021,3,False
Brazil,Industry and Manufacturing,2017,4,True
United Kingdom,Industry and Manufacturing,2017,12,True
United States,Industry and Manufacturing,2020,433,False
Australia,Industry and Manufacturing,2017,18,True
Sweden,Industry and Manufacturing,2016,1,True
Malaysia,Industry and Manufacturing,2017,1,True
Malaysia,Industry and Manufacturing,2021,1,False
Sweden,Life Sciences,2020,4,False
Eurasian Patent Organization,Life Sciences,2015,1,True
Mexico,Life Sciences,2016,8,True
Belgium,Life Sciences,2018,1,True
Ireland,Life Sciences,2018,0,True
Spain,Life Sciences,2019,22,False
Finland,Life Sciences,2016,3,True
Romania,Life Sciences,2015,1,True
Lithuania,Life Sciences,2020,1,False
Chile,Personal Devices and Computing,2015,1,True
Peru,Personal Devices and Computing,2021,0,False
Netherlands,Personal Devices and Computing,2022,14,False
Netherlands,Personal Devices and Computing,2023,1,False
Israel,Personal Devices and Computing,2022,4,False
Sweden,Personal Devices and Computing,2015,2,True
Germany,Personal Devices and Computing,2021,80,False
Indonesia,Personal Devices and Computing,2016,1,True
Finland,Personal Devices and Computing,2022,4,False
Finland,Personal Devices and Computing,2023,0,False
Slovenia,Personal Devices and Computing,2022,0,False
India,Personal Devices and Computing,2021,0,False
Singapore,Personal Devices and Computing,2020,17,False
China (mainland),Physical Sciences and Engineering,2020,998,False
India,Physical Sciences and Engineering,2018,6,True
Ukraine,Physical Sciences and Engineering,2021,0,False
Japan,Physical Sciences and Engineering,2018,121,True
New Zealand,Physical Sciences and Engineering,2020,0,False
Spain,Security,2015,0,True
Finland,Security,2018,2,True
South Africa,Security,2016,1,True
China (mainland),Security,2016,113,True
Germany,Security,2022,11,False
Greece,Security,2016,0,True
Croatia,Telecommunications,2015,0,True
France,Telecommunications,2015,2,True
Sweden,Telecommunications,2016,3,True
Greece,Telecommunications,2023,2,False
Brazil,Telecommunications,2018,15,True
Peru,Telecommunications,2016,1,True
United Kingdom,Telecommunications,2020,51,False
Turkey,Telecommunications,2019,2,False
Canada,Telecommunications,2019,114,False
Ukraine,Telecommunications,2018,0,True
Peru,Transportation,2023,0,False
Italy,Transportation,2016,2,True
Philippines,Transportation,2021,0,False
Bulgaria,Transportation,2015,0,True
Bulgaria,Transportation,2020,0,False
Ukraine,Transportation,2015,0,True
Australia,Transportation,2020,37,False
Belgium,Transportation,2016,0,True
Belgium,Transportation,2022,1,False
New Zealand,Transportation,2015,1,True
South Africa,Transportation,2016,0,True
San Marino,Transportation,2015,0,True
Jordan,Transportation,2021,0,False
United States,Transportation,2021,528,False
Greece,Transportation,2021,0,False
Finland,Agriculture,2021,0,False
Sweden,Agriculture,2017,2,True
Chile,Agriculture,2018,0,True
Bulgaria,Agriculture,2023,0,False
Italy,Agriculture,2019,3,False
World Intellectual Property Organization (WIPO),Agriculture,2018,1,True
South Korea,Agriculture,2021,114,False
Hungary,Agriculture,2019,0,False
India,Agriculture,2017,0,True
Luxembourg,All,2021,37,False
Canada,All,2021,271,False
Spain,All,2022,38,False
Saudi Arabia,All,2022,1,False
International Bureau of WIPO,All,2018,17,True
Denmark,All,2022,4,False
Belgium,All,2016,2,True
Belgium,All,2022,6,False
Germany,All,2023,80,False
Eurasian Patent Organization,All,2017,2,True
United States,All,2019,13441,False
South Korea,All,2020,5868,False
Australia,Banking and Finance,2020,40,False
Hungary,Banking and Finance,2022,0,False
China (mainland),Banking and Finance,2015,17,True
Russia,Banking and Finance,2019,6,False
Austria,Banking and Finance,2022,0,False
Eurasian Patent Organization,Banking and Finance,2016,1,True
Taiwan,Banking and Finance,2017,4,True
Turkey,Banking and Finance,2021,0,False
New Zealand,Banking and Finance,2017,2,True
Canada,Banking and Finance,2017,23,True
Canada,Banking and Finance,2019,36,False
Japan,Banking and Finance,2017,64,True
Argentina,Banking and Finance,2020,0,False
Brazil,Business,2020,10,False
Israel,Business,2020,0,False
Belgium,Business,2019,0,False
Portugal,Business,2020,0,False
Argentina,Business,2020,2,False
Canada,Business,2021,38,False
Lithuania,Energy Management,2019,0,False
Ireland,Energy Management,2023,0,False
South Korea,Energy Management,2023,30,False
Ukraine,Energy Management,2015,0,True
Australia,Energy Management,2021,46,False
Italy,Energy Management,2022,0,False
Norway,Energy Management,2019,1,False
Serbia,Energy Management,2017,0,True
Luxembourg,Energy Management,2018,0,True
Spain,Industry and Manufacturing,2022,4,False
Germany,Industry and Manufacturing,2018,46,True
Taiwan,Industry and Manufacturing,2022,9,False
Ukraine,Industry and Manufacturing,2018,1,True
South Africa,Industry and Manufacturing,2016,0,True
Morocco,Industry and Manufacturing,2016,0,True
China (mainland),Industry and Manufacturing,2019,1294,False
Mexico,Industry and Manufacturing,2018,10,True
Peru,Industry and Manufacturing,2022,0,False
Croatia,Industry and Manufacturing,2015,0,True
Malaysia,Life Sciences,2018,2,True
Luxembourg,Life Sciences,2019,0,False
Serbia,Life Sciences,2018,0,True
Philippines,Life Sciences,2021,0,False
Bulgaria,Life Sciences,2021,0,False
South Korea,Personal Devices and Computing,2015,112,True
United Kingdom,Personal Devices and Computing,2017,102,True
China (mainland),Personal Devices and Computing,2024,6658,False
Netherlands,Personal Devices and Computing,2016,2,True
South Africa,Personal Devices and Computing,2018,1,True
Bulgaria,Personal Devices and Computing,2018,0,True
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2022,10,False
India,Personal Devices and Computing,2019,6,False
Hungary,Personal Devices and Computing,2019,3,False
Croatia,Physical Sciences and Engineering,2015,0,True
Mexico,Physical Sciences and Engineering,2019,11,False
Italy,Physical Sciences and Engineering,2020,0,False
Canada,Physical Sciences and Engineering,2020,35,False
Austria,Physical Sciences and Engineering,2017,2,True
Germany,Physical Sciences and Engineering,2020,15,False
Singapore,Physical Sciences and Engineering,2019,2,False
New Zealand,Physical Sciences and Engineering,2019,1,False
United States,Physical Sciences and Engineering,2022,110,False
France,Security,2020,16,False
Taiwan,Security,2024,0,False
Denmark,Security,2022,0,False
France,Telecommunications,2018,20,True
Brazil,Telecommunications,2015,7,True
Taiwan,Telecommunications,2023,3,False
Mexico,Telecommunications,2015,3,True
Peru,Transportation,2016,0,True
Italy,Transportation,2017,6,True
Philippines,Transportation,2016,0,True
Sweden,Transportation,2022,2,False
International Bureau of WIPO,Transportation,2016,1,True
Ukraine,Transportation,2017,0,True
Finland,Transportation,2020,0,False
Belgium,Transportation,2020,0,False
Colombia,Transportation,2015,0,True
Turkey,Transportation,2016,1,True
South Africa,Transportation,2024,0,False
France,Agriculture,2015,1,True
United Kingdom,Agriculture,2019,7,False
Serbia,Agriculture,2018,1,True
New Zealand,Agriculture,2022,0,False
Singapore,Agriculture,2017,3,True
Greece,Agriculture,2017,0,True
Norway,Agriculture,2019,0,False
India,Agriculture,2019,0,False
Israel,Agriculture,2018,1,True
Luxembourg,All,2019,10,False
Mexico,All,2015,27,True
Switzerland,All,2021,1,False
Peru,All,2022,3,False
New Zealand,All,2022,1,False
Italy,All,2020,24,False
Turkey,All,2019,4,False
Norway,All,2021,4,False
United States,All,2016,5052,True
Israel,All,2022,5,False
Philippines,All,2020,16,False
United States,Banking and Finance,2024,0,False
Malaysia,Banking and Finance,2020,2,False
India,Banking and Finance,2015,3,True
International Bureau of WIPO,Banking and Finance,2016,0,True
Luxembourg,Banking and Finance,2016,0,True
Brazil,Banking and Finance,2017,2,True
Poland,Banking and Finance,2019,0,False
Serbia,Business,2017,0,True
Japan,Business,2019,295,False
South Korea,Business,2020,1065,False
Hungary,Business,2017,2,True
Philippines,Business,2015,2,True
Belgium,Business,2022,0,False
Morocco,Business,2020,1,False
Portugal,Business,2019,0,False
Ukraine,Business,2023,0,False
Costa Rica,Business,2020,0,False
France,Business,2017,6,True
Lithuania,Energy Management,2017,0,True
Czechia,Energy Management,2018,0,True
New Zealand,Energy Management,2021,1,False
France,Energy Management,2017,5,True
Italy,Energy Management,2020,0,False
Norway,Energy Management,2018,0,True
Brazil,Energy Management,2018,2,True
Israel,Energy Management,2020,0,False
Luxembourg,Energy Management,2019,0,False
Singapore,Industry and Manufacturing,2019,3,False
Turkey,Industry and Manufacturing,2016,0,True
Lithuania,Industry and Manufacturing,2015,1,True
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2020,1,False
Morocco,Industry and Manufacturing,2020,0,False
Sweden,Life Sciences,2017,0,True
Canada,Life Sciences,2016,84,True
Luxembourg,Life Sciences,2023,11,False
Turkey,Life Sciences,2019,0,False
Ukraine,Life Sciences,2019,0,False
Slovenia,Life Sciences,2016,0,True
San Marino,Life Sciences,2018,0,True
Mexico,Personal Devices and Computing,2019,29,False
Peru,Personal Devices and Computing,2020,3,False
Morocco,Personal Devices and Computing,2017,1,True
Spain,Personal Devices and Computing,2019,31,False
Hungary,Personal Devices and Computing,2021,1,False
India,Physical Sciences and Engineering,2021,0,False
Netherlands,Physical Sciences and Engineering,2016,0,True
Belgium,Physical Sciences and Engineering,2016,1,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2020,3,False
Romania,Physical Sciences and Engineering,2015,1,True
