country,field,year,estimated_investment,complete
Sweden,"Military, public safety and government",2020,10,True
Uruguay,"Mobile, platforms & Internet services",2025,0,False
Serbia,"Mobile, platforms & Internet services",2019,0,True
Finland,"Mobile, platforms & Internet services",2021,544,True
Austria,"Mobile, platforms & Internet services",2018,22,True
Canada,"Mobile, platforms & Internet services",2024,284,True
Azerbaijan,"Mobile, platforms & Internet services",2025,0,False
Nigeria,"Mobile, platforms & Internet services",2021,1,True
Bangladesh,"Mobile, platforms & Internet services",2020,2,True
Slovenia,"Mobile, platforms & Internet services",2020,1,True
Ghana,"Mobile, platforms & Internet services",2018,1,True
Portugal,"Mobile, platforms & Internet services",2022,4,True
Portugal,"Mobile, platforms & Internet services",2024,6,True
Singapore,"Mobile, platforms & Internet services",2019,1487,True
Sweden,NLP,2019,2,True
Australia,NLP,2021,1,True
Taiwan,NLP,2025,0,False
Portugal,NLP,2015,0,True
United States,NLP,2023,13232,True
Japan,NLP,2021,14,True
China (mainland),NLP,2025,21,False
Singapore,NLP,2024,0,True
Tunisia,Navigation and mapping,2024,0,True
United Kingdom,Navigation and mapping,2023,46,True
Romania,Other,2023,10,True
Saudi Arabia,Other,2019,2,True
Malaysia,Other,2020,2,True
Ukraine,Other,2015,0,True
Indonesia,Other,2019,4,True
Iceland,Other,2024,1,True
Switzerland,Other,2023,2,True
Israel,Other,2023,387,True
Panama,Other,2025,5,False
Seychelles,Other,2022,10,True
Egypt,Other,2016,0,True
United States,Other,2015,748,True
Sweden,Other,2020,9,True
Sweden,Other,2025,14,False
New Zealand,Other,2019,0,True
Canada,Privacy and Security,2019,74,True
Indonesia,Privacy and Security,2025,5,False
Switzerland,Privacy and Security,2022,130,True
Belgium,Privacy and Security,2018,11,True
United Kingdom,Privacy and Security,2021,404,True
Nigeria,Privacy and Security,2024,5,True
Spain,Professional services,2021,309,True
Chile,Professional services,2025,0,False
France,Professional services,2015,109,True
Singapore,Professional services,2019,1460,True
United Kingdom,Professional services,2020,473,True
Zimbabwe,Professional services,2024,1,True
Hungary,Professional services,2019,1,True
Ireland,Professional services,2021,356,True
Sweden,Professional services,2024,47,True
Slovakia,Professional services,2021,1,True
Saudi Arabia,Professional services,2023,0,True
Portugal,Professional services,2022,7,True
China (mainland),Professional services,2020,102,True
Norway,Professional services,2020,11,True
Singapore,Real estate,2023,2,True
Mexico,Real estate,2022,4,True
United Kingdom,Real estate,2020,198,True
Lithuania,Real estate,2019,2,True
Brazil,Real estate,2022,14,True
Venezuela,Real estate,2019,1,True
Canada,Real estate,2019,27,True
India,Real estate,2018,0,True
Netherlands,Robotics,2022,0,True
Netherlands,Robotics,2023,47,True
Switzerland,Robotics,2017,12,True
Germany,Robotics,2021,90,True
China (mainland),Robotics,2017,215,True
Malaysia,Robotics,2019,1,True
Portugal,"Sales, retail, commerce, marketing",2021,7,True
Czechia,"Sales, retail, commerce, marketing",2021,4,True
Cambodia,"Sales, retail, commerce, marketing",2018,0,True
Denmark,"Sales, retail, commerce, marketing",2017,0,True
Netherlands,"Sales, retail, commerce, marketing",2015,2,True
Germany,"Sales, retail, commerce, marketing",2021,256,True
Panama,"Sales, retail, commerce, marketing",2024,0,True
Poland,"Sales, retail, commerce, marketing",2020,43,True
Tunisia,"Sales, retail, commerce, marketing",2022,1,True
France,"Sales, retail, commerce, marketing",2015,24,True
India,Semiconductor,2021,1,True
Japan,Semiconductor,2017,1,True
South Korea,Semiconductor,2021,13,True
Germany,Simulation,2016,1,True
Malaysia,Software,2025,187,False
Bahrain,Software,2021,190,True
Dominican Republic,Software,2022,0,True
Greece,Software,2022,11,True
Greece,Software,2023,333,True
Spain,Software,2023,340,True
Luxembourg,Software,2018,7,True
China (mainland),Software,2023,4442,True
Lithuania,Software,2017,1,True
Vietnam,Software,2022,10,True
Mexico,Software,2015,2,True
United States,Software,2023,92955,True
Kenya,Software,2016,1,True
Turkey,Software,2021,85,True
South Africa,Software,2015,20,True
Sri Lanka,Software,2022,0,True
Sri Lanka,Software,2024,7,True
Serbia,Software,2015,0,True
Belgium,Software,2025,217,False
United Arab Emirates,Software,2015,0,True
United Kingdom,Speech Recognition,2023,5,True
India,Speech Recognition,2020,8,True
Lithuania,Speech Recognition,2021,0,True
Saudi Arabia,Speech Recognition,2024,7,True
Argentina,Sports,2022,1,True
Singapore,Sports,2017,6,True
Saudi Arabia,Telecommunications,2020,1,True
Sweden,Telecommunications,2024,0,True
Singapore,Telecommunications,2018,3,True
Australia,Telecommunications,2019,1,True
Hungary,Transportation,2025,0,False
Singapore,Transportation,2021,92,True
Norway,Transportation,2019,4,True
Sweden,Transportation,2020,19,True
United Arab Emirates,Transportation,2024,54,True
United States,Transportation,2020,6485,True
Germany,Transportation,2025,4320,False
India,Agriculture,2017,2,True
Argentina,Agriculture,2023,0,True
South Korea,Agriculture,2025,6,False
Turkey,Agriculture,2019,0,True
Spain,Agriculture,2020,6,True
Denmark,Agriculture,2024,6,True
United Kingdom,Agriculture,2019,13,True
Belize,All,2019,10,True
Malaysia,All,2015,5,True
Australia,All,2018,212,True
Luxembourg,All,2022,3,True
Serbia,All,2015,0,True
Zambia,All,2021,0,True
Kenya,All,2024,19,True
Belgium,All,2022,640,True
Romania,All,2022,29,True
Switzerland,All,2018,1047,True
United Arab Emirates,All,2017,16,True
United Arab Emirates,All,2023,501,True
Finland,All,2015,139,True
Argentina,All,2021,18,True
Botswana,All,2021,1,True
Egypt,All,2021,37,True
Uzbekistan,All,2024,0,True
South Korea,All,2021,5272,True
Kazakhstan,All,2025,10,False
United Kingdom,Biotechnology,2019,60,True
United Kingdom,Biotechnology,2025,333,False
Russia,Biotechnology,2019,1,True
Japan,Biotechnology,2020,19,True
Hungary,Biotechnology,2019,1,True
Netherlands,Biotechnology,2023,13,True
China (mainland),Biotechnology,2015,4,True
Israel,Community and Lifestyle,2021,178,True
Jordan,Community and Lifestyle,2020,0,True
Canada,Community and Lifestyle,2022,1117,True
South Korea,Community and Lifestyle,2019,6,True
France,Community and Lifestyle,2015,1,True
Cyprus,Community and Lifestyle,2025,18,False
Sweden,Community and Lifestyle,2017,9,True
Belgium,Community and Lifestyle,2021,1,True
Estonia,Community and Lifestyle,2019,1,True
Switzerland,Computer Vision,2018,11,True
Germany,Computer Vision,2015,3,True
Italy,Computer Vision,2020,0,True
Netherlands,Computer Vision,2022,171,True
Norway,Consumer goods,2021,7,True
Greece,Consumer goods,2015,0,True
Taiwan,Consumer goods,2018,1,True
Netherlands,Consumer goods,2021,4,True
Lithuania,Consumer goods,2025,0,False
Austria,Consumer goods,2017,1,True
Chile,Consumer goods,2022,0,True
Latvia,Consumer goods,2016,0,True
Sweden,Consumer goods,2015,2,True
Germany,Consumer goods,2017,1,True
Argentina,Data and analytics,2022,11,True
Russia,Data and analytics,2015,2,True
Russia,Data and analytics,2017,10,True
Japan,Data and analytics,2015,61,True
Tunisia,Data and analytics,2020,1,True
Chile,Data and analytics,2018,78,True
Seychelles,Data and analytics,2024,0,True
Indonesia,Data and analytics,2022,44,True
Lebanon,Data and analytics,2015,0,True
Lebanon,Data and analytics,2016,0,True
Nigeria,Data and analytics,2024,9,True
Peru,Data and analytics,2018,0,True
Spain,Data and analytics,2022,584,True
Slovakia,Data and analytics,2019,2,True
Sweden,Data and analytics,2025,4652,False
Hungary,Data and analytics,2025,3,False
Brazil,Education,2020,2,True
Cyprus,Education,2020,0,True
Egypt,Education,2022,1,True
United Kingdom,Education,2017,13,True
Argentina,Education,2018,0,True
Austria,Education,2019,1,True
China (mainland),Education,2018,494,True
Taiwan,Education,2016,1,True
Canada,Education,2022,19,True
Finland,Education,2016,1,True
Sri Lanka,Education,2024,1,True
Colombia,Education,2021,0,True
Sweden,Energy and natural resources,2024,980,True
India,Energy and natural resources,2023,331,True
China (mainland),Energy and natural resources,2020,18,True
Netherlands,Energy and natural resources,2023,22,True
Thailand,Energy and natural resources,2018,0,True
Italy,Energy and natural resources,2022,1,True
Netherlands,Facial Recognition,2017,2,True
Taiwan,Facial Recognition,2018,1,True
France,Finance,2019,185,True
Romania,Finance,2021,7,True
Brazil,Finance,2022,315,True
Mexico,Finance,2023,76,True
Philippines,Finance,2023,6,True
Cyprus,Finance,2015,1,True
Cyprus,Finance,2021,23,True
Poland,Finance,2016,3,True
Iceland,Finance,2017,0,True
Netherlands,Finance,2021,202,True
Netherlands,Finance,2023,193,True
United States,Finance,2025,16681,False
Malaysia,Finance,2024,0,True
Singapore,Finance,2020,113,True
Greece,Finance,2024,0,True
Colombia,Finance,2021,3,True
Spain,Gaming,2022,0,True
Seychelles,Gaming,2024,0,True
Sweden,Gaming,2018,2,True
Singapore,Gaming,2025,14,False
Japan,Gaming,2020,1,True
Portugal,General purpose,2025,184,False
Malaysia,General purpose,2021,147,True
Uganda,General purpose,2023,0,True
Iceland,General purpose,2015,0,True
Netherlands,General purpose,2016,584,True
Lithuania,General purpose,2018,4,True
Taiwan,General purpose,2024,120,True
Mongolia,General purpose,2019,0,True
Brazil,General purpose,2024,155,True
New Zealand,General purpose,2015,5,True
Botswana,General purpose,2015,1,True
Pakistan,General purpose,2019,0,True
Russia,General purpose,2023,116,True
Lebanon,General purpose,2015,0,True
Peru,Hardware,2023,0,True
Croatia,Hardware,2019,0,True
United Arab Emirates,Hardware,2019,3,True
Singapore,Hardware,2020,49,True
United Kingdom,Hardware,2016,514,True
Malaysia,Hardware,2024,0,True
Turkey,Hardware,2025,7,False
India,Hardware,2021,134,True
Russia,Hardware,2024,0,True
Denmark,Hardware,2022,146,True
Romania,Hardware,2022,3,True
Hungary,Healthcare and Life Sciences,2018,0,True
Portugal,Healthcare and Life Sciences,2016,0,True
Egypt,Healthcare and Life Sciences,2021,0,True
Finland,Healthcare and Life Sciences,2019,5,True
Luxembourg,Healthcare and Life Sciences,2022,0,True
France,Healthcare and Life Sciences,2021,258,True
Peru,Healthcare and Life Sciences,2021,0,True
Peru,Healthcare and Life Sciences,2024,0,True
Singapore,Healthcare and Life Sciences,2024,6,True
Czechia,Healthcare and Life Sciences,2019,0,True
Czechia,Healthcare and Life Sciences,2022,21,True
Israel,Information Technology,2019,246,True
Bangladesh,Information Technology,2019,0,True
Czechia,Information Technology,2023,27,True
South Korea,Information Technology,2022,254,True
United Kingdom,Information Technology,2020,1440,True
Sri Lanka,Information Technology,2017,2,True
Canada,Information Technology,2017,170,True
Canada,Information Technology,2025,1106,False
Hungary,Information Technology,2024,15,True
Egypt,Information Technology,2016,0,True
Netherlands,Lending and Investments,2020,1,True
Brazil,Lending and Investments,2024,77,True
Brazil,Lending and Investments,2025,2,False
Turkey,Lending and Investments,2023,0,True
Mexico,Lending and Investments,2023,20,True
Qatar,Lending and Investments,2023,1,True
Greece,Manufacturing,2023,0,True
South Korea,Manufacturing,2020,10,True
South Africa,Manufacturing,2024,1,True
Brazil,Manufacturing,2024,5,True
United Arab Emirates,Manufacturing,2016,0,True
Denmark,Media and Entertainment,2018,470,True
China (mainland),Media and Entertainment,2020,348,True
Canada,Media and Entertainment,2018,116,True
Netherlands,Media and Entertainment,2019,3,True
South Korea,Media and Entertainment,2017,0,True
Russia,Media and Entertainment,2017,0,True
Switzerland,Media and Entertainment,2024,4,True
Romania,Media and Entertainment,2019,0,True
Canada,"Military, public safety and government",2019,1,True
South Korea,"Military, public safety and government",2024,2,True
Israel,"Military, public safety and government",2016,1,True
Switzerland,"Military, public safety and government",2017,13,True
Belgium,"Military, public safety and government",2016,0,True
Chile,"Mobile, platforms & Internet services",2015,0,True
United Kingdom,"Mobile, platforms & Internet services",2017,307,True
Lithuania,"Mobile, platforms & Internet services",2025,2,False
United Arab Emirates,"Mobile, platforms & Internet services",2024,1583,True
Lebanon,"Mobile, platforms & Internet services",2018,0,True
Sweden,"Mobile, platforms & Internet services",2022,47,True
Japan,"Mobile, platforms & Internet services",2017,161,True
Philippines,"Mobile, platforms & Internet services",2024,11,True
Hungary,"Mobile, platforms & Internet services",2025,0,False
Norway,"Mobile, platforms & Internet services",2019,7,True
Saudi Arabia,NLP,2022,1,True
Brazil,NLP,2020,51,True
Indonesia,NLP,2015,0,True
United States,NLP,2019,3901,True
Norway,NLP,2017,8,True
South Africa,NLP,2021,0,True
China (mainland),NLP,2020,60,True
Poland,NLP,2015,1,True
Argentina,NLP,2023,344,True
Latvia,NLP,2021,0,True
India,Navigation and mapping,2019,4,True
Germany,Navigation and mapping,2025,228,False
Canada,Navigation and mapping,2018,2,True
Australia,Navigation and mapping,2019,7,True
Switzerland,Navigation and mapping,2025,0,False
Romania,Other,2020,1,True
Malaysia,Other,2016,2,True
Turkey,Other,2017,0,True
Indonesia,Other,2023,3,True
Uruguay,Other,2020,0,True
Canada,Other,2025,135,False
Norway,Other,2023,3,True
Norway,Other,2025,1,False
Israel,Other,2025,21,False
Slovenia,Other,2017,0,True
Bangladesh,Other,2020,0,True
Singapore,Other,2022,110,True
United States,Other,2022,9902,True
Ireland,Other,2019,62,True
Croatia,Other,2020,1,True
Colombia,Other,2017,0,True
Iceland,Privacy and Security,2024,0,True
Netherlands,Privacy and Security,2019,91,True
Netherlands,Privacy and Security,2021,220,True
Italy,Privacy and Security,2017,0,True
Germany,Privacy and Security,2018,18,True
United States,Privacy and Security,2018,5241,True
United States,Privacy and Security,2025,11874,False
Poland,Privacy and Security,2022,20,True
Spain,Privacy and Security,2018,2,True
Netherlands,Professional services,2019,10,True
Colombia,Professional services,2017,0,True
Japan,Professional services,2021,74,True
South Africa,Professional services,2017,0,True
South Africa,Professional services,2025,62,False
Ireland,Professional services,2023,1,True
Russia,Professional services,2017,0,True
United States,Professional services,2022,8037,True
Vietnam,Professional services,2023,13,True
Bulgaria,Professional services,2021,0,True
China (mainland),Professional services,2022,308,True
Austria,Real estate,2016,0,True
Australia,Real estate,2024,47,True
Poland,Real estate,2019,1,True
Ireland,Real estate,2018,5,True
United Kingdom,Real estate,2017,7,True
United States,Robotics,2021,2478,True
