country,field,year,disclosed_investment,complete
Spain,NLP,2015,0,True
France,NLP,2019,15,True
China (mainland),Navigation and mapping,2015,0,True
Brazil,Navigation and mapping,2015,60,True
Australia,Navigation and mapping,2018,3,True
Switzerland,Navigation and mapping,2024,0,True
South Korea,Navigation and mapping,2022,1,True
Mongolia,Other,2022,0,True
Australia,Other,2020,2,True
Australia,Other,2021,5,True
Hungary,Other,2018,0,True
Italy,Other,2024,2,True
Sweden,Other,2021,21,True
United Kingdom,Other,2025,87,False
Israel,Privacy and Security,2015,91,True
United States,Privacy and Security,2022,1281,True
Switzerland,Privacy and Security,2022,126,True
United Kingdom,Privacy and Security,2019,37,True
United Kingdom,Professional services,2025,181,False
Zimbabwe,Professional services,2024,1,True
Taiwan,Professional services,2025,0,False
Saudi Arabia,Professional services,2020,2,True
Denmark,Professional services,2021,32,True
Poland,Professional services,2021,2,True
Sweden,Professional services,2018,0,True
Dominican Republic,Professional services,2021,0,True
Estonia,Real estate,2025,3,False
United Arab Emirates,Real estate,2022,3,True
United Arab Emirates,Real estate,2023,0,True
China (mainland),Real estate,2017,21,True
Poland,Real estate,2018,1,True
New Zealand,Real estate,2021,0,True
Italy,Real estate,2023,0,True
Netherlands,Robotics,2025,0,False
India,Robotics,2021,7,True
Switzerland,Robotics,2015,0,True
Switzerland,Robotics,2018,7,True
Sri Lanka,Robotics,2021,0,True
Denmark,Robotics,2018,6,True
Norway,Robotics,2024,101,True
Canada,Robotics,2018,9,True
Italy,Robotics,2023,0,True
Switzerland,"Sales, retail, commerce, marketing",2019,2,True
Switzerland,"Sales, retail, commerce, marketing",2023,11,True
Switzerland,"Sales, retail, commerce, marketing",2025,5,False
Kenya,"Sales, retail, commerce, marketing",2022,0,True
Uruguay,"Sales, retail, commerce, marketing",2020,2,True
Japan,"Sales, retail, commerce, marketing",2017,31,True
Sri Lanka,"Sales, retail, commerce, marketing",2017,2,True
Sri Lanka,"Sales, retail, commerce, marketing",2022,0,True
Oman,"Sales, retail, commerce, marketing",2025,1,False
Brazil,"Sales, retail, commerce, marketing",2025,31,False
Norway,"Sales, retail, commerce, marketing",2023,7,True
Lebanon,"Sales, retail, commerce, marketing",2016,0,True
Canada,"Sales, retail, commerce, marketing",2023,21,True
Egypt,"Sales, retail, commerce, marketing",2022,1,True
Germany,"Sales, retail, commerce, marketing",2021,53,True
Denmark,"Sales, retail, commerce, marketing",2022,4,True
Belgium,"Sales, retail, commerce, marketing",2018,0,True
South Africa,"Sales, retail, commerce, marketing",2018,0,True
Netherlands,Semiconductor,2023,7,True
South Korea,Semiconductor,2025,44,False
Slovakia,Semiconductor,2018,1,True
India,Semiconductor,2024,26,True
Germany,Semiconductor,2022,3,True
United States,Simulation,2022,17,True
Slovenia,Software,2016,0,True
United Kingdom,Software,2020,1361,True
France,Software,2015,46,True
Italy,Software,2015,34,True
Tunisia,Software,2023,0,True
Egypt,Software,2022,2,True
Egypt,Software,2023,3,True
Lithuania,Software,2023,3,True
Kenya,Software,2017,0,True
New Zealand,Software,2023,16,True
Ukraine,Software,2017,0,True
Greece,Software,2019,3,True
Sweden,Software,2019,40,True
Seychelles,Software,2016,0,True
Ireland,Software,2015,3,True
Denmark,Speech Recognition,2020,2,True
China (mainland),Speech Recognition,2016,21,True
China (mainland),Speech Recognition,2018,54,True
Germany,Sports,2019,0,True
Sweden,Sports,2016,0,True
Brazil,Sports,2023,0,True
Japan,Sports,2022,0,True
Germany,Telecommunications,2020,6,True
United Kingdom,Telecommunications,2021,18,True
South Korea,Transportation,2016,0,True
United States,Transportation,2025,3074,False
Singapore,Transportation,2018,2,True
Romania,Transportation,2025,0,False
Netherlands,Transportation,2025,0,False
Qatar,Transportation,2021,4,True
Greece,Transportation,2016,0,True
Brazil,Agriculture,2016,2,True
Netherlands,Agriculture,2020,2,True
Mexico,Agriculture,2020,0,True
United Kingdom,Agriculture,2024,1,True
Canada,Agriculture,2018,7,True
New Zealand,All,2024,69,True
Indonesia,All,2016,2,True
El Salvador,All,2021,0,True
Finland,All,2017,33,True
Kenya,All,2017,0,True
Kenya,All,2024,18,True
Poland,All,2019,26,True
Ireland,All,2024,151,True
United Arab Emirates,All,2019,18,True
Russia,All,2020,28,True
Argentina,All,2021,15,True
Lebanon,All,2016,0,True
Ireland,Biotechnology,2018,34,True
Singapore,Biotechnology,2020,7,True
Belgium,Biotechnology,2021,0,True
Belgium,Biotechnology,2024,3,True
Turkey,Biotechnology,2025,2,False
Japan,Biotechnology,2025,3,False
China (mainland),Biotechnology,2019,46,True
Egypt,Community and Lifestyle,2021,0,True
United Kingdom,Community and Lifestyle,2024,208,True
New Zealand,Community and Lifestyle,2024,0,True
Israel,Community and Lifestyle,2025,62,False
Spain,Community and Lifestyle,2020,5,True
Canada,Community and Lifestyle,2017,3,True
Pakistan,Community and Lifestyle,2022,0,True
Canada,Computer Vision,2017,1,True
Ireland,Computer Vision,2022,2,True
Finland,Computer Vision,2021,13,True
Israel,Computer Vision,2019,22,True
Belarus,Computer Vision,2017,1,True
France,Computer Vision,2018,12,True
Sweden,Computer Vision,2024,2,True
France,Consumer goods,2020,15,True
France,Consumer goods,2025,26,False
Germany,Consumer goods,2017,0,True
South Korea,Consumer goods,2018,2,True
China (mainland),Consumer goods,2018,201,True
China (mainland),Consumer goods,2019,119,True
Taiwan,Consumer goods,2016,6,True
Taiwan,Consumer goods,2022,5,True
South Africa,Consumer goods,2018,1,True
Turkey,Consumer goods,2025,1,False
Chile,Consumer goods,2019,1,True
Ireland,Cyber Security,2021,1,True
Canada,Cyber Security,2015,3,True
Turkey,Cyber Security,2024,15,True
India,Data and analytics,2023,279,True
Japan,Data and analytics,2018,191,True
Malaysia,Data and analytics,2015,0,True
Malaysia,Data and analytics,2018,11,True
Thailand,Data and analytics,2015,0,True
North Macedonia,Data and analytics,2024,0,True
Switzerland,Data and analytics,2022,257,True
Philippines,Data and analytics,2023,7,True
Tajikistan,Data and analytics,2023,0,True
Finland,Data and analytics,2017,20,True
Taiwan,Data and analytics,2025,39,False
Sri Lanka,Data and analytics,2018,2,True
Argentina,Data and analytics,2019,1,True
Australia,Data and analytics,2021,622,True
Australia,Data and analytics,2024,1858,True
United Kingdom,Data and analytics,2024,1642,True
Turkey,Data and analytics,2019,2,True
Greece,Data and analytics,2015,0,True
Vietnam,Data and analytics,2019,0,True
Seychelles,Data and analytics,2024,0,True
Portugal,Data and analytics,2025,21,False
Norway,Data and analytics,2017,29,True
United States,Data and analytics,2021,33754,True
Saudi Arabia,Education,2021,0,True
France,Education,2023,14,True
Germany,Education,2024,48,True
Egypt,Education,2023,1,True
India,Energy and natural resources,2021,10,True
Turkey,Energy and natural resources,2020,1,True
Denmark,Energy and natural resources,2023,8,True
Spain,Energy and natural resources,2024,4,True
Belgium,Finance,2023,1,True
Singapore,Finance,2018,23,True
Croatia,Finance,2020,0,True
Romania,Finance,2023,11,True
United Arab Emirates,Finance,2021,1,True
Jamaica,Finance,2018,0,True
Austria,Finance,2017,0,True
Italy,Finance,2025,16,False
Israel,Finance,2017,22,True
United Arab Emirates,Gaming,2021,0,True
Canada,Gaming,2024,2,True
Cyprus,Gaming,2019,1,True
India,Gaming,2019,48,True
Japan,General purpose,2024,271,True
Qatar,General purpose,2025,0,False
Vietnam,General purpose,2020,1,True
Zimbabwe,General purpose,2019,0,True
Zimbabwe,General purpose,2024,1,True
Cyprus,General purpose,2018,2,True
Italy,General purpose,2023,41,True
Hungary,General purpose,2016,2,True
Hungary,General purpose,2018,6,True
Hungary,General purpose,2021,7,True
Serbia,General purpose,2023,43,True
Estonia,General purpose,2017,1,True
Estonia,General purpose,2018,3,True
Netherlands,General purpose,2017,107,True
Singapore,General purpose,2022,516,True
Latvia,General purpose,2023,0,True
Egypt,General purpose,2024,1,True
Indonesia,General purpose,2017,1,True
Tajikistan,General purpose,2022,0,True
Israel,Hardware,2025,102,False
Cyprus,Hardware,2016,1,True
Japan,Hardware,2020,47,True
Portugal,Hardware,2020,2,True
Denmark,Hardware,2016,0,True
Finland,Hardware,2024,7,True
Nigeria,Hardware,2018,5,True
Belarus,Hardware,2017,1,True
Switzerland,Hardware,2022,54,True
Brazil,Hardware,2023,2,True
Russia,Hardware,2020,1,True
Sweden,Hardware,2015,1,True
Sweden,Hardware,2024,14,True
Mexico,Hardware,2020,0,True
Ghana,Hardware,2023,0,True
United Kingdom,Hardware,2020,463,True
Japan,Healthcare and Life Sciences,2017,9,True
Greece,Healthcare and Life Sciences,2018,0,True
Spain,Healthcare and Life Sciences,2020,14,True
Argentina,Healthcare and Life Sciences,2020,0,True
India,Healthcare and Life Sciences,2019,20,True
Sri Lanka,Healthcare and Life Sciences,2019,0,True
United States,Healthcare and Life Sciences,2025,18238,False
Israel,Healthcare and Life Sciences,2019,61,True
United Arab Emirates,Information Technology,2024,1560,True
Slovakia,Information Technology,2015,0,True
Italy,Information Technology,2025,49,False
Germany,Information Technology,2025,1615,False
Georgia,Information Technology,2023,0,True
Greece,Information Technology,2020,1,True
Indonesia,Information Technology,2022,0,True
Latvia,Information Technology,2023,0,True
New Zealand,Information Technology,2024,3,True
Uganda,Information Technology,2023,0,True
Sweden,Information Technology,2021,29,True
Estonia,Information Technology,2015,0,True
Russia,Information Technology,2016,0,True
Kazakhstan,Information Technology,2024,1,True
Saudi Arabia,Information Technology,2021,15,True
United Kingdom,Information Technology,2019,234,True
Romania,Information Technology,2022,4,True
Romania,Information Technology,2025,10,False
Burkina Faso,Lending and Investments,2023,0,True
Germany,Lending and Investments,2021,6,True
Philippines,Lending and Investments,2023,6,True
Austria,Manufacturing,2021,0,True
United Kingdom,Manufacturing,2022,31,True
Ireland,Media and Entertainment,2024,0,True
Belgium,Media and Entertainment,2021,0,True
Nigeria,Media and Entertainment,2023,1,True
Sweden,Media and Entertainment,2016,3,True
Sweden,Media and Entertainment,2018,5,True
Lithuania,Media and Entertainment,2023,0,True
Switzerland,Media and Entertainment,2015,1,True
Belgium,"Military, public safety and government",2022,0,True
Canada,"Military, public safety and government",2019,1,True
South Korea,"Military, public safety and government",2018,1,True
Poland,"Military, public safety and government",2024,1,True
Netherlands,"Military, public safety and government",2022,2,True
Sri Lanka,"Mobile, platforms & Internet services",2018,0,True
Slovenia,"Mobile, platforms & Internet services",2022,3,True
China (mainland),"Mobile, platforms & Internet services",2022,263,True
Israel,"Mobile, platforms & Internet services",2025,42,False
Saudi Arabia,"Mobile, platforms & Internet services",2025,82,False
Kenya,"Mobile, platforms & Internet services",2018,0,True
United Kingdom,"Mobile, platforms & Internet services",2018,244,True
Colombia,"Mobile, platforms & Internet services",2017,1,True
Iceland,NLP,2023,0,True
Hungary,NLP,2016,1,True
Norway,NLP,2018,0,True
Portugal,NLP,2019,5,True
Switzerland,NLP,2018,2,True
Israel,NLP,2025,21,False
Germany,Navigation and mapping,2025,228,False
New Zealand,Navigation and mapping,2020,0,True
Turkey,Other,2022,11,True
Bosnia and Herzegovina,Other,2023,0,True
United States,Other,2015,502,True
South Africa,Other,2017,0,True
Cyprus,Other,2023,0,True
China (mainland),Other,2022,76,True
Switzerland,Other,2022,2,True
Indonesia,Other,2016,1,True
Czechia,Other,2018,1,True
Norway,Other,2025,1,False
Hungary,Other,2019,2,True
Slovakia,Other,2020,1,True
Oman,Other,2025,1,False
Ukraine,Other,2018,0,True
New Zealand,Privacy and Security,2015,0,True
Switzerland,Privacy and Security,2017,8,True
Ireland,Privacy and Security,2022,19,True
Poland,Privacy and Security,2019,1,True
Russia,Privacy and Security,2019,0,True
Canada,Professional services,2015,1,True
Australia,Professional services,2019,2,True
Denmark,Professional services,2016,1,True
El Salvador,Professional services,2025,5,False
Argentina,Professional services,2022,1,True
Germany,Professional services,2017,3,True
Singapore,Professional services,2020,455,True
Czechia,Real estate,2021,0,True
Brazil,Real estate,2023,1,True
Spain,Real estate,2022,3,True
Croatia,Real estate,2023,0,True
France,Real estate,2022,19,True
New Zealand,Real estate,2025,0,False
Chile,Real estate,2019,0,True
Sweden,Real estate,2019,3,True
Germany,Robotics,2022,85,True
Norway,Robotics,2018,3,True
Hungary,Robotics,2018,4,True
United Kingdom,Robotics,2015,6,True
China (mainland),Robotics,2022,276,True
Mexico,Robotics,2024,0,True
Switzerland,"Sales, retail, commerce, marketing",2018,2,True
Switzerland,"Sales, retail, commerce, marketing",2022,2,True
Poland,"Sales, retail, commerce, marketing",2024,4,True
Japan,"Sales, retail, commerce, marketing",2021,20,True
Estonia,"Sales, retail, commerce, marketing",2018,0,True
Turkey,"Sales, retail, commerce, marketing",2019,2,True
Turkey,"Sales, retail, commerce, marketing",2024,1,True
France,"Sales, retail, commerce, marketing",2024,29,True
China (mainland),"Sales, retail, commerce, marketing",2016,30,True
Egypt,"Sales, retail, commerce, marketing",2024,0,True
Singapore,"Sales, retail, commerce, marketing",2015,45,True
Colombia,"Sales, retail, commerce, marketing",2016,0,True
Taiwan,"Sales, retail, commerce, marketing",2016,3,True
United States,Semiconductor,2018,94,True
United Kingdom,Semiconductor,2020,32,True
Japan,Simulation,2023,0,True
Bulgaria,Software,2018,0,True
India,Software,2019,297,True
Peru,Software,2025,0,False
Bosnia and Herzegovina,Software,2021,0,True
Czechia,Software,2023,20,True
Philippines,Software,2024,16,True
United States,Software,2024,34752,True
Estonia,Software,2023,8,True
Estonia,Software,2024,24,True
Georgia,Software,2025,1,False
Argentina,Software,2018,0,True
Latvia,Software,2019,2,True
Cambodia,Software,2018,0,True
Israel,Speech Recognition,2025,8,False
United Arab Emirates,Speech Recognition,2017,1,True
India,Speech Recognition,2016,7,True
Belgium,Sports,2021,0,True
Mexico,Sports,2022,0,True
Australia,Sports,2018,0,True
Italy,Sports,2025,0,False
Japan,Sports,2018,3,True
Turkey,Sports,2017,0,True
Australia,Telecommunications,2024,3,True
United States,Telecommunications,2017,50,True
Kenya,Telecommunications,2024,0,True
Japan,Transportation,2019,103,True
China (mainland),Transportation,2017,142,True
China (mainland),Transportation,2020,443,True
Netherlands,Transportation,2024,5,True
Ukraine,Transportation,2023,2,True
Venezuela,Transportation,2019,1,True
