country,field,year,num_patent_applications,complete
Philippines,Energy Management,2020,0,True
Portugal,Energy Management,2016,0,True
Mexico,Energy Management,2022,1,False
Japan,Industry and Manufacturing,2022,216,False
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2020,38,True
Taiwan,Industry and Manufacturing,2018,20,True
Israel,Industry and Manufacturing,2018,2,True
Mexico,Industry and Manufacturing,2015,5,True
Greece,Industry and Manufacturing,2019,0,True
New Zealand,Industry and Manufacturing,2019,1,True
Australia,Industry and Manufacturing,2021,78,False
Bulgaria,Industry and Manufacturing,2017,0,True
Singapore,Life Sciences,2015,13,True
Taiwan,Life Sciences,2023,10,False
China (mainland),Life Sciences,2025,0,False
Sweden,Life Sciences,2016,1,True
Peru,Life Sciences,2019,0,True
Ireland,Life Sciences,2021,0,False
New Zealand,Life Sciences,2016,3,True
Brazil,Life Sciences,2019,57,True
Argentina,Life Sciences,2020,2,True
United Kingdom,Personal Devices and Computing,2017,135,True
Colombia,Personal Devices and Computing,2017,0,True
France,Personal Devices and Computing,2022,68,False
Peru,Personal Devices and Computing,2019,1,True
South Korea,Physical Sciences and Engineering,2021,421,False
Ireland,Physical Sciences and Engineering,2022,0,False
United States,Physical Sciences and Engineering,2019,420,True
Israel,Physical Sciences and Engineering,2022,1,False
New Zealand,Physical Sciences and Engineering,2018,1,True
San Marino,Physical Sciences and Engineering,2018,1,True
Taiwan,Physical Sciences and Engineering,2016,2,True
International Bureau of WIPO,Physical Sciences and Engineering,2019,0,True
Oman,Physical Sciences and Engineering,2016,0,True
Ukraine,Security,2015,0,True
Luxembourg,Security,2024,0,False
Italy,Security,2019,5,True
Switzerland,Security,2018,0,True
Switzerland,Security,2019,0,True
China (mainland),Security,2022,3074,False
Portugal,Security,2021,1,False
Czechia,Security,2022,0,False
United Kingdom,Security,2023,16,False
Lithuania,Security,2018,0,True
Morocco,Telecommunications,2018,2,True
European Patent Organization,Telecommunications,2023,14,False
Hungary,Telecommunications,2023,0,False
Slovenia,Telecommunications,2016,2,True
Taiwan,Telecommunications,2015,10,True
Italy,Telecommunications,2018,6,True
Tunisia,Telecommunications,2021,0,False
United States,Telecommunications,2020,3608,True
Turkey,Telecommunications,2020,7,True
Switzerland,Telecommunications,2019,0,True
Portugal,Telecommunications,2016,4,True
World Intellectual Property Organization (WIPO),Telecommunications,2016,2,True
Hungary,Transportation,2020,2,True
United States,Transportation,2021,739,False
Portugal,Transportation,2022,0,False
Greece,Transportation,2017,0,True
Austria,Transportation,2019,5,True
Romania,Transportation,2018,0,True
Netherlands,Transportation,2021,2,False
Norway,Agriculture,2018,1,True
Iran,Agriculture,2018,0,True
Chile,Agriculture,2024,0,False
Israel,Agriculture,2023,0,False
Ukraine,Agriculture,2017,0,True
Malaysia,Agriculture,2018,0,True
Saudi Arabia,Agriculture,2022,0,False
Denmark,Agriculture,2018,2,True
Sweden,Agriculture,2021,2,False
Austria,Agriculture,2016,0,True
Philippines,All,2020,23,True
World Intellectual Property Organization (WIPO),All,2017,24,True
Brazil,All,2018,152,True
Norway,All,2019,5,True
Denmark,All,2018,28,True
Denmark,All,2019,24,True
New Zealand,All,2020,6,True
New Zealand,All,2022,1,False
Japan,All,2017,2383,True
Morocco,Banking and Finance,2020,0,True
Israel,Banking and Finance,2015,0,True
Slovenia,Banking and Finance,2018,0,True
Denmark,Banking and Finance,2015,2,True
Eurasian Patent Organization,Banking and Finance,2017,0,True
South Africa,Business,2019,0,True
Spain,Business,2021,5,False
European Patent Organization,Business,2020,84,True
Israel,Business,2016,0,True
China (mainland),Business,2020,7736,True
Slovenia,Business,2018,0,True
Russia,Business,2016,15,True
Austria,Business,2023,0,False
Panama,Business,2016,0,True
Turkey,Business,2016,1,True
Germany,Energy Management,2017,19,True
Germany,Energy Management,2023,20,False
Denmark,Energy Management,2016,1,True
Spain,Energy Management,2020,6,True
South Africa,Energy Management,2023,0,False
Morocco,Energy Management,2016,0,True
Luxembourg,Energy Management,2018,0,True
Italy,Energy Management,2017,2,True
Finland,Energy Management,2016,0,True
Finland,Energy Management,2017,0,True
Serbia,Energy Management,2022,0,False
United Kingdom,Energy Management,2022,13,False
World Intellectual Property Organization (WIPO),Energy Management,2024,0,False
Romania,Industry and Manufacturing,2018,0,True
Colombia,Industry and Manufacturing,2022,0,False
Denmark,Industry and Manufacturing,2017,0,True
South Korea,Industry and Manufacturing,2024,2,False
Chile,Industry and Manufacturing,2024,0,False
Japan,Industry and Manufacturing,2020,291,True
Russia,Industry and Manufacturing,2015,2,True
Greece,Industry and Manufacturing,2017,2,True
Belgium,Industry and Manufacturing,2019,0,True
Australia,Industry and Manufacturing,2019,33,True
Australia,Industry and Manufacturing,2023,1,False
Singapore,Industry and Manufacturing,2020,0,True
Turkey,Industry and Manufacturing,2016,0,True
Sweden,Industry and Manufacturing,2023,0,False
Peru,Industry and Manufacturing,2015,0,True
Singapore,Life Sciences,2019,48,True
China (mainland),Life Sciences,2016,599,True
Sweden,Life Sciences,2015,1,True
Hungary,Life Sciences,2018,3,True
South Africa,Life Sciences,2019,0,True
Morocco,Life Sciences,2016,1,True
New Zealand,Life Sciences,2015,3,True
Japan,Life Sciences,2017,375,True
Bulgaria,Life Sciences,2023,0,False
Argentina,Life Sciences,2021,0,False
Slovakia,Personal Devices and Computing,2023,0,False
Ireland,Personal Devices and Computing,2023,0,False
Canada,Personal Devices and Computing,2017,192,True
Oman,Personal Devices and Computing,2016,0,True
Chile,Personal Devices and Computing,2015,2,True
New Zealand,Personal Devices and Computing,2021,0,False
Bulgaria,Personal Devices and Computing,2017,0,True
South Africa,Personal Devices and Computing,2017,2,True
Germany,Personal Devices and Computing,2019,296,True
Romania,Personal Devices and Computing,2020,0,True
Romania,Personal Devices and Computing,2022,1,False
Poland,Personal Devices and Computing,2022,3,False
United States,Physical Sciences and Engineering,2018,352,True
New Zealand,Physical Sciences and Engineering,2020,0,True
Spain,Physical Sciences and Engineering,2018,6,True
Argentina,Physical Sciences and Engineering,2021,0,False
Eurasian Patent Organization,Physical Sciences and Engineering,2015,0,True
Serbia,Security,2017,0,True
Poland,Security,2015,1,True
South Africa,Security,2024,0,False
Israel,Security,2017,4,True
Brazil,Security,2018,6,True
South Korea,Telecommunications,2015,70,True
South Korea,Telecommunications,2023,87,False
Czechia,Telecommunications,2022,0,False
Israel,Telecommunications,2020,10,True
Austria,Telecommunications,2018,0,True
China (mainland),Telecommunications,2016,677,True
Russia,Telecommunications,2016,30,True
Chile,Transportation,2024,1,False
United Kingdom,Transportation,2019,39,True
Argentina,Transportation,2018,0,True
Japan,Transportation,2016,274,True
Uruguay,Transportation,2022,0,False
Belgium,Transportation,2022,2,False
Eurasian Patent Organization,Transportation,2018,0,True
Switzerland,Transportation,2017,0,True
New Zealand,Agriculture,2022,0,False
United Kingdom,Agriculture,2022,7,False
Ukraine,Agriculture,2018,1,True
Portugal,Agriculture,2017,0,True
Taiwan,Agriculture,2018,2,True
Malaysia,Agriculture,2022,0,False
Spain,Agriculture,2023,0,False
Italy,Agriculture,2019,3,True
Uruguay,Agriculture,2017,1,True
Russia,Agriculture,2021,0,False
Russia,All,2019,169,True
Romania,All,2022,11,False
Singapore,All,2017,111,True
Singapore,All,2021,5,False
South Africa,All,2020,6,True
Serbia,All,2016,2,True
Serbia,All,2022,3,False
Ukraine,All,2022,1,False
Belgium,All,2023,1,False
Czechia,All,2022,3,False
San Marino,All,2015,1,True
Croatia,All,2018,3,True
Turkey,All,2019,25,True
Switzerland,All,2015,3,True
Australia,Banking and Finance,2015,14,True
Russia,Banking and Finance,2021,0,False
Canada,Banking and Finance,2020,52,True
Canada,Banking and Finance,2022,11,False
South Korea,Banking and Finance,2018,118,True
Turkey,Banking and Finance,2021,4,False
Sweden,Banking and Finance,2019,0,True
China (mainland),Banking and Finance,2021,2300,False
Brazil,Banking and Finance,2020,6,True
Czechia,Banking and Finance,2021,0,False
Germany,Banking and Finance,2016,14,True
Luxembourg,Business,2019,1,True
Australia,Business,2022,49,False
Peru,Business,2017,0,True
China (mainland),Business,2023,12816,False
India,Business,2018,50,True
Thailand,Business,2017,1,True
Japan,Business,2019,342,True
Turkey,Business,2018,4,True
Italy,Business,2018,4,True
Denmark,Energy Management,2019,1,True
Russia,Energy Management,2021,0,False
South Africa,Energy Management,2018,1,True
Italy,Energy Management,2018,2,True
Belgium,Energy Management,2021,0,False
Serbia,Energy Management,2015,0,True
Switzerland,Energy Management,2018,0,True
Peru,Energy Management,2021,1,False
United Kingdom,Energy Management,2023,14,False
Argentina,Energy Management,2018,0,True
South Korea,Energy Management,2017,123,True
France,Energy Management,2021,14,False
International Bureau of WIPO,Industry and Manufacturing,2017,1,True
Serbia,Industry and Manufacturing,2016,0,True
South Africa,Industry and Manufacturing,2024,0,False
Portugal,Industry and Manufacturing,2018,2,True
United States,Industry and Manufacturing,2023,16,False
Netherlands,Industry and Manufacturing,2016,0,True
Estonia,Industry and Manufacturing,2022,0,False
Israel,Industry and Manufacturing,2016,1,True
Switzerland,Industry and Manufacturing,2022,1,False
Turkey,Industry and Manufacturing,2017,1,True
Bulgaria,Industry and Manufacturing,2015,0,True
Ukraine,Life Sciences,2018,0,True
Sweden,Life Sciences,2024,0,False
Philippines,Life Sciences,2015,0,True
Philippines,Life Sciences,2020,2,True
Germany,Life Sciences,2020,119,True
European Patent Organization,Life Sciences,2019,193,True
Bulgaria,Life Sciences,2022,0,False
Serbia,Personal Devices and Computing,2023,0,False
United States,Personal Devices and Computing,2018,7686,True
South Korea,Personal Devices and Computing,2021,2599,False
Ireland,Personal Devices and Computing,2018,0,True
Ireland,Personal Devices and Computing,2021,1,False
Denmark,Personal Devices and Computing,2021,0,False
Japan,Personal Devices and Computing,2023,45,False
European Patent Organization,Personal Devices and Computing,2017,154,True
European Patent Organization,Personal Devices and Computing,2019,391,True
Portugal,Personal Devices and Computing,2016,3,True
Luxembourg,Personal Devices and Computing,2018,4,True
Spain,Personal Devices and Computing,2021,9,False
France,Personal Devices and Computing,2019,86,True
Argentina,Personal Devices and Computing,2020,1,True
Australia,Personal Devices and Computing,2022,115,False
Sweden,Personal Devices and Computing,2015,4,True
Peru,Physical Sciences and Engineering,2022,2,False
Ireland,Physical Sciences and Engineering,2021,0,False
Japan,Physical Sciences and Engineering,2016,36,True
India,Physical Sciences and Engineering,2015,0,True
Colombia,Security,2022,0,False
Russia,Security,2016,14,True
Australia,Security,2022,29,False
Belgium,Security,2018,0,True
Belgium,Security,2023,0,False
Norway,Security,2023,0,False
Israel,Security,2019,3,True
Netherlands,Security,2017,0,True
Italy,Security,2017,1,True
Romania,Security,2020,0,True
Luxembourg,Telecommunications,2022,9,False
Argentina,Telecommunications,2022,5,False
Hungary,Telecommunications,2019,1,True
Taiwan,Telecommunications,2020,63,True
Taiwan,Telecommunications,2021,49,False
China (mainland),Telecommunications,2019,3609,True
United Kingdom,Telecommunications,2016,50,True
Hungary,Transportation,2022,0,False
Brazil,Transportation,2020,8,True
Chile,Transportation,2021,0,False
Argentina,Transportation,2021,0,False
Russia,Transportation,2018,11,True
Taiwan,Transportation,2017,3,True
Uruguay,Transportation,2017,0,True
Germany,Transportation,2021,187,False
World Intellectual Property Organization (WIPO),Transportation,2024,0,False
Peru,Transportation,2018,0,True
Romania,Transportation,2016,0,True
Spain,Transportation,2024,0,False
Greece,Agriculture,2020,1,True
Australia,Agriculture,2023,1,False
Chile,Agriculture,2023,0,False
Bulgaria,Agriculture,2018,0,True
Kenya,Agriculture,2016,0,True
South Africa,Agriculture,2018,0,True
Slovakia,Agriculture,2020,0,True
South Korea,Agriculture,2022,231,False
Luxembourg,Agriculture,2021,1,False
Czechia,Agriculture,2023,0,False
Brazil,All,2022,21,False
Ireland,All,2018,2,True
Denmark,All,2015,22,True
Finland,All,2021,39,False
European Patent Organization,All,2018,622,True
Israel,Banking and Finance,2022,0,False
Netherlands,Banking and Finance,2023,0,False
Peru,Banking and Finance,2020,2,True
Peru,Banking and Finance,2021,1,False
Brazil,Banking and Finance,2016,2,True
Brazil,Banking and Finance,2022,0,False
Germany,Banking and Finance,2020,20,True
Bulgaria,Business,2022,0,False
Greece,Business,2015,0,True
Netherlands,Business,2023,0,False
Chile,Business,2017,0,True
Ukraine,Business,2022,0,False
New Zealand,Business,2022,1,False
Eurasian Patent Organization,Business,2019,1,True
Ukraine,Energy Management,2021,0,False
Costa Rica,Energy Management,2020,0,True
South Africa,Energy Management,2024,0,False
Luxembourg,Energy Management,2024,0,False
European Patent Organization,Energy Management,2020,41,True
World Intellectual Property Organization (WIPO),Energy Management,2018,4,True
Moldova,Energy Management,2021,0,False
Canada,Energy Management,2016,11,True
Canada,Energy Management,2020,21,True
Poland,Energy Management,2022,0,False
Slovakia,Industry and Manufacturing,2020,0,True
Ukraine,Industry and Manufacturing,2021,0,False
Argentina,Industry and Manufacturing,2019,0,True
Taiwan,Industry and Manufacturing,2022,12,False
Mexico,Industry and Manufacturing,2023,0,False
Greece,Industry and Manufacturing,2018,1,True
Switzerland,Industry and Manufacturing,2015,0,True
Switzerland,Industry and Manufacturing,2016,0,True
Czechia,Industry and Manufacturing,2017,0,True
Poland,Industry and Manufacturing,2018,3,True
Luxembourg,Life Sciences,2017,0,True
Mexico,Life Sciences,2020,42,True
Mexico,Life Sciences,2023,0,False
Turkey,Life Sciences,2015,1,True
International Bureau of WIPO,Life Sciences,2016,2,True
Malaysia,Life Sciences,2018,2,True
